sample_name	total_templates	productive_templates	fraction_productive	total_rearrangements	productive_rearrangements	productive_simpson_clonality	max_productive_frequency	locus	sample_tags	sample_rich_tags	species	product_subtype	counting_method	primer_set	order_name	kit_pool	sku	test_name
RA3-3years	75878	47734	0.6291	7430	5972	0.5121	0.471969664	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA1-7months	35540	33704	0.9483	3203	2573	0.4794	0.412324935	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA2-18months	28806	21808	0.7571	9438	7708	0.1203	0.0781823173	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC8	39179	33080	0.8443	17992	15060	0.0449	0.0268440153	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC9	44432	37343	0.8405	18793	15101	0.0658	0.0302868001	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC11	72573	60197	0.8295	52076	43148	0.0147	0.005515225342951815	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC17	62214	52286	0.8404	36228	30233	0.0724	0.070841141	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC10	63549	52695	0.8292	39422	32642	0.0300	0.0170035101	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC18	76101	67056	0.8811	17149	14062	0.1857	0.120317347	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC19	54855	48119	0.8772	10221	8392	0.2195	0.175419271	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC20	80658	70698	0.8765	24415	21190	0.1034	0.071175985	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA72	39291	32459	0.8261	20728	17155	0.0369	0.0172217265	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA74	53976	41035	0.7602	19501	15778	0.0801	0.0350676253	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA75	83754	71293	0.8512	28084	23299	0.0904	0.0473679043	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA76	60117	47526	0.7906	36846	29130	0.0220	0.00940537844262215	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA79	12823	9414	0.7341	3915	2947	0.1831	0.103462927	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA80	51626	40409	0.7827	27094	21578	0.0454	0.0199707989	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA24	56170	43267	0.7703	24672	19894	0.0803	0.053112071	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
RA81	55697	44532	0.7995	12628	10224	0.2089	0.191008717	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA82	52313	43742	0.8362	21259	17824	0.1416	0.112454847	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA25	48192	38011	0.7887	29017	23956	0.0525	0.0421456955	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
HC12	59854	46310	0.7737	33309	26574	0.0896	0.0622759648	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC13	58937	48579	0.8243	30677	24398	0.0557	0.0458840244	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC14	51995	43104	0.8290	18387	14697	0.0522	0.0241972897	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC15	54821	46599	0.8500	10997	8848	0.1345	0.0707740486	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC16	52699	44264	0.8399	30554	24518	0.1233	0.110654257	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA52	59096	47929	0.8110	24437	19753	0.0470	0.0185691342	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA53	70454	54870	0.7788	21325	17200	0.1306	0.10703481	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA54	51840	44091	0.8505	30411	25115	0.0663	0.0514390692	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA55	61136	50929	0.8330	42388	35951	0.0355	0.0183588918	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA56	43010	35000	0.8138	25652	20638	0.0245	0.007771428829158863	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA57	56052	47002	0.8385	22378	18376	0.0508	0.0272967108	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
RA58	64146	49475	0.7713	29954	23176	0.0719	0.0529156141	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA59	66756	55699	0.8344	33866	28052	0.0439	0.0210596249	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA60	54366	44672	0.8217	14043	11225	0.1358	0.0684769005	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA62	31076	25219	0.8115	11805	9437	0.1664	0.136325791	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA63	13973	11527	0.8249	6021	4849	0.1035	0.0772967786	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
RA65	53130	41478	0.7807	25467	20986	0.1081	0.0891315863	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA66	66158	47892	0.7239	17399	14244	0.2557	0.249979123	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA68	53389	40992	0.7678	22965	18647	0.0686	0.0464968756	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA69	5298	3676	0.6938	1176	841	0.2569	0.207834601	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA70	21533	18161	0.8434	10739	8951	0.0496	0.0345245302	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA26	22095	18318	0.8291	13960	11447	0.0248	0.0122284088	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA28	21922	17544	0.8003	15765	12934	0.0302	0.0145348841	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA29	52896	44767	0.8463	27553	22765	0.1981	0.194495946	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA30	19341	15647	0.8090	8327	6692	0.1211	0.0848724991	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA31	9050	7501	0.8288	6286	5239	0.0296	0.011865085	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA32	26643	22193	0.8330	15518	12822	0.0618	0.0519082583	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA33	38973	30972	0.7947	11505	8855	0.0912	0.0608937107	TCRB	HLA MHC Class I		Human	KIT	v3	Human-TCRB-PD1x
RA37	4997	3818	0.7641	2357	1814	0.0662	0.0261917226	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA40	33820	27801	0.8220	6674	5274	0.2087	0.112082303	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA41	11912	9503	0.7978	8701	6974	0.0228	0.00968115330827002	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA46	59376	47163	0.7943	23872	19708	0.0729	0.0318470001	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
RA47	56908	46422	0.8157	20130	16724	0.0787	0.0548016019	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA48	50271	41455	0.8246	28549	23409	0.0421	0.032493066	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA49	74000	60969	0.8239	44609	37700	0.0348	0.0183207858	TCRB	HLA MHC Class I	null	Human	KIT	v3	Human-TCRB-PD1x
RA50	69969	61826	0.8836	23914	20397	0.0880	0.0505935997	TCRB			Human	KIT	v3	Human-TCRB-PD1x
RA51	56067	47615	0.8493	16950	14096	0.1558	0.0814449191	TCRB			Human	KIT	v3	Human-TCRB-PD1x
HC7	59627	50923	0.8540	25521	20303	0.0766	0.0437535048	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC6	57125	45559	0.7975	21558	17217	0.0852	0.041231256	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC5	59340	41190	0.6941	13375	10959	0.2560	0.24665913	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC4	69944	58236	0.8326	20493	16518	0.0887	0.053772524	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC3	63066	56523	0.8963	16464	13774	0.2668	0.259920627	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC2	72691	58930	0.8107	36962	29818	0.0226	0.007905783291910442	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
HC1	83507	64572	0.7733	13194	10687	0.1736	0.118211403	TCRB	CD8+, Peripheral blood lymphocytes (PBL), T cells		Human	Survey	v2	Human-TCRB-PD1x
RA23-SF-CD8	18828	15415	0.8187	5754	4599	0.0716	0.0414770618	TCRB	CD8+, Rheumatoid Arthritis, Synovial fluid, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA23-SF-CD4	503	340	0.6759	478	306	0.0700	0.0132859442	TCRB	CD4+, Rheumatoid Arthritis, Synovial fluid, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA23	7747	6575	0.8487	5910	4766	0.0840	0.057873074	TCRB	CD8+, Peripheral blood lymphocytes (PBL), Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA23-CD4	23735	19531	0.8229	21125	17042	0.0114	0.0054598134	TCRB	CD4+, Peripheral blood lymphocytes (PBL), Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA22	49444	38110	0.7708	21309	17226	0.0965	0.0699291155	TCRB	CD8+, HLA MHC Class I, Peripheral blood lymphocytes (PBL), Rheumatoid Arthritis, T cells	null	Human	Survey	v2	Human-TCRB-PD1x
RA21	62622	50032	0.7990	39430	31137	0.0415	0.0297142752	TCRB	CD8+, Peripheral blood lymphocytes (PBL), Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA20	20607	15320	0.7434	4680	3691	0.2213	0.162258536	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA19	11341	9389	0.8279	6587	5276	0.1039	0.0796316937	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA18	6595	3788	0.5744	2212	1620	0.1621	0.101727076	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA17	7396	6164	0.8334	2966	2314	0.2747	0.202736616	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA15	31027	25964	0.8368	20563	16521	0.0685	0.0452641994	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA13	27140	21465	0.7909	9311	7317	0.1334	0.0915480554	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA12	25115	18714	0.7451	6783	5350	0.2280	0.157300845	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA6-SF	2806	2204	0.7855	1529	1175	0.0914	0.0602213219	TCRB	Rheumatoid Arthritis, Synovial fluid		Human	Survey	v2	Human-TCRB-PD1x
RA6-CD4	38308	32821	0.8568	28134	22891	0.0969	0.0647526383	TCRB	CD8-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA6	35569	29574	0.8315	9525	7650	0.2096	0.111250617	TCRB	CD4-, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA5	46735	40218	0.8606	11228	8895	0.3024	0.290390968	TCRB	CD8+, T Cell Large Granular Lymphocyte Leukemia (LGL), T cells		Human	Survey	v2	Human-TCRB-PD1x
RA2-CD8+Vb1+	3441	3051	0.8867	809	587	0.7298	0.728264213	TCRB	CD8+, T Cell Large Granular Lymphocyte Leukemia (LGL), T cells		Human	Survey	v2	Human-TCRB-PD1x
RA1	33857	32028	0.9460	4757	3788	0.4576	0.339007616	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA16	12844	9993	0.7780	6295	4858	0.1333	0.0674501583	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA11	26221	22126	0.8438	9713	7976	0.2986	0.27503103	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA9	25652	22457	0.8754	14528	11894	0.2056	0.171679258	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA3	39504	23246	0.5884	7216	5707	0.5259	0.510262191	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA2	16162	12604	0.7799	8307	6630	0.1339	0.0781260133	TCRB	CD8+, HLA MHC Class I, Rheumatoid Arthritis, T cells	null	Human	Survey	v2	Human-TCRB-PD1x
RA7	17120	11917	0.6961	5711	4329	0.2015	0.137814626	TCRB	CD8+, HLA MHC Class I, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA8	9206	7397	0.8035	7996	6333	0.0356	0.0196814109	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA14	7846	5777	0.7363	4840	3683	0.1116	0.0797638744	TCRB	CD8+, Rheumatoid Arthritis, T cells		Human	Survey	v2	Human-TCRB-PD1x
RA4	28409	19607	0.6902	15465	12345	0.1566	0.132319644	TCRB	CD8+, HLA MHC Class I, Rheumatoid Arthritis, T cells	null	Human	Survey	v2	Human-TCRB-PD1x
RA10	17832	11947	0.6700	4363	3403	0.2496	0.161554158	TCRB	CD8+, HLA MHC Class I, Rheumatoid Arthritis, T cells	null	Human	Survey	v2	Human-TCRB-PD1x
